GSM110625	GSM110626	GSM110627	GSM110628	GSM110629	GSM110630	GSM110631	GSM110632	GSM110633	GSM110634	GSM110635	GSM110636	GSM110637	GSM110638	GSM110639	GSM110640	GSM110641	GSM110642	GSM110643	GSM110644	GSM110645	GSM110646	GSM110647	GSM110648	GSM110649	GSM110650	GSM110651	GSM110652	GSM110653	GSM110654	GSM110655	GSM110656	GSM110657	GSM110658	GSM110659	GSM110660	GSM110661	GSM110662	GSM110663	GSM110664	GSM110665	GSM110666	GSM110667	GSM110668	GSM110669	GSM110670	GSM110671	GSM110672	GSM110673	GSM110674	GSM110675	GSM110676	GSM110677	GSM110678	GSM110679	GSM110680	GSM110681	GSM110682	GSM110683	GSM110684	GSM110685	GSM110686	GSM110687	GSM110688	GSM110689	GSM110690	GSM110691	GSM110692	GSM110693	GSM110694	GSM110695	GSM110696	GSM110697	GSM110698	GSM110699	GSM110700	GSM110701	GSM110702	GSM110703	GSM110704	GSM110705	GSM110706	GSM110707	GSM110708	GSM110709	GSM110710	GSM110711	GSM110712	GSM110713	GSM110714	GSM110715	GSM110716	GSM110717	GSM110718	GSM110719	GSM110720	GSM110721	GSM110722	GSM110723	GSM110724	GSM110725	GSM110726	GSM110727	GSM110728	GSM110729	GSM110730	GSM110731	GSM110732	GSM110733	GSM110734	GSM110735	GSM110736	GSM110737	GSM110738	GSM110739	GSM110740	GSM110741	GSM110742	GSM110743	GSM110744	GSM110745	GSM110746	GSM110747	GSM110748	GSM110749	GSM110750	GSM110751	GSM110752	GSM110753	GSM110754	GSM110755	GSM110756	GSM110757	GSM110758	GSM110759	GSM110760	GSM110761	GSM110762	GSM110763	GSM110764	GSM110765	GSM110766	GSM110767	GSM110768	GSM110769	GSM110770	GSM110771	GSM110772	GSM110773	GSM110774	GSM110775	GSM110776	GSM110777	GSM110778	GSM110779	GSM110780	GSM110781	GSM110782	GSM110783	GSM110784	GSM110785	GSM110786	GSM110787	GSM110788	GSM110789	GSM110790	GSM110791	GSM110792	GSM110793	GSM110794	GSM110795	GSM110796	GSM110797	GSM110798	GSM110799	GSM110800	GSM110801	GSM110802	GSM110803	GSM110804	GSM110805	GSM110806	GSM110807	GSM110808	GSM110809	GSM110810	GSM110811	GSM110812	GSM110813	GSM110814	GSM110815	GSM110816	GSM110817	GSM110818	GSM110819	GSM110820	GSM110821	GSM110822	GSM110823	GSM110824	GSM110825	GSM110826	GSM110827	GSM110828	GSM110829	GSM110830	GSM110831	GSM110832	GSM110833	GSM110834	GSM110835	GSM110836	GSM110837	GSM110838	GSM110839	GSM110840	GSM110841	GSM110842	GSM110843	GSM110844	GSM110845	GSM110846	GSM110847	GSM110848	GSM110849	GSM110850	GSM110851	GSM110852	GSM110853	GSM110854	GSM110855	GSM110856	GSM110857	GSM110858	GSM110859	GSM110860	GSM110861	GSM110862	GSM110863	GSM110864	GSM110865	GSM110866	GSM110867	GSM110868	GSM110869	GSM110870	GSM110871	GSM110872	GSM110873
PGK1	6.575952	7.748559	6.950401	7.621849	7.484203	7.435023	6.949046	8.011621	7.257147	7.836286	7.323383	7.070899	7.007254	7.905453	7.598083	7.621191	7.412744	7.475312	7.539032	7.185613	8.3914	6.68255	7.369546	7.71212	7.358153	7.367303	7.588491	7.735214	7.444427	6.361087	6.844701	7.667072	7.064676	8.004933	6.899148	7.752324	6.478574	6.680485	7.461617	7.869723	7.925922	6.968237	7.107207	7.362278	7.198719	7.442212	7.092205	6.718277	7.444646	7.220988	8.551835	7.70464	7.556529	7.753861	7.913646	7.333445	7.822206	7.476816	8.476644	7.504116	7.242958	8.067128	7.205739	7.446832	7.427832	7.624688	7.556893	7.435082	7.29095	7.960378	7.939073	6.323261	7.144282	8.442762	8.419972	7.418586	8.045471	7.504406	7.905917	7.002032	7.64006	8.29614	7.346372	7.598575	7.876316	7.54471	7.87071	6.922415	7.687982	8.486693	7.862134	7.237066	7.123421	7.682744	8.164747	7.664358	8.158807	7.354985	7.934483	7.621304	7.46658	7.474658	7.938864	7.588244	7.70972	7.409499	7.250615	6.491312	8.147211	7.714329	7.136399	7.907683	8.495943	6.705633	7.603903	7.343679	8.101037	7.53761	7.668124	6.308541	7.648575	7.687585	7.832502	7.452895	7.267682	7.475945	7.792611	8.236825	7.585611	7.866754	8.055014	7.514791	7.7595	7.659377	7.700973	8.421064	7.008962	8.078544	7.665362	8.15295	7.641785	6.552761	7.861544	8.574272	7.597927	6.947883	7.234505	7.708747	6.938801	7.754099	7.126881	6.744619	6.724871	7.506774	7.707252	8.087026	7.438001	7.609334	8.238609	6.93584	7.222019	7.405162	7.082958	6.028941	7.491454	8.359026	7.175218	7.546054	7.80544	7.341654	7.552614	6.768329	7.117383	8.086862	7.522753	6.70544	7.737659	7.935887	7.657079	7.335312	7.212963	8.060099	6.872873	7.207466	7.735633	7.802078	7.654346	8.178916	7.310665	7.91575	7.209909	6.806714	7.681535	7.457056	7.476682	7.020742	6.9412	7.61331	7.489864	7.153608	7.295991	7.878662	7.754654	8.263283	7.341733	7.669572	7.861098	7.986257	7.108429	7.661293	7.952456	7.530716	7.2098	6.628488	7.256789	7.95015	6.76981	7.441196	7.951064	6.976545	7.340754	7.859444	8.099451	7.005422	7.528428	7.15184	8.049269	7.800305	8.090004	7.209743	7.661087	6.945547	7.62168	7.895506	7.037465	7.282662	7.391029	7.538997	8.727562	7.386102	7.837298	7.827274	7.726016	6.668074	7.859956	7.447658	7.112407	7.548226	7.83802
PIK3CA	6.556583	6.72834	6.165206	6.595563	7.205061	6.068792	6.629828	6.659563	7.152247	6.970261	5.503402	6.420951	6.367082	6.817264	6.738213	6.442728	6.896629	6.4134	6.665419	7.156412	7.095372	6.594046	6.866594	6.584998	6.457146	6.368459	7.207925	6.737421	6.488111	6.413817	6.473785	6.78644	6.523455	7.241078	6.611479	6.851986	6.460654	6.638431	6.710981	6.960667	6.538064	6.679644	6.529852	6.829544	6.197466	6.7594	6.636679	6.651286	6.573841	6.154114	6.464049	6.325838	6.83362	6.337476	6.944702	6.961602	6.855826	6.9643	6.791459	6.673594	6.959712	6.841637	6.632569	7.105275	6.871661	6.760591	6.613593	6.887724	7.047026	7.139747	7.053355	6.531267	6.694693	6.931149	7.302816	6.686259	6.456304	6.460354	6.955406	6.311812	7.033151	6.589185	6.671084	6.96161	6.571568	6.610474	6.887108	6.523576	6.848644	7.383586	7.163429	6.809222	6.834047	6.824223	6.657991	6.399641	6.922588	6.89941	7.158136	6.12672	6.810575	6.505382	6.905371	6.477607	6.791701	6.922342	6.460519	6.407549	6.881525	7.10419	6.500941	6.621919	6.801368	6.618229	6.610815	6.870196	6.499146	6.648854	6.745044	6.431876	6.713787	7.024054	7.026631	6.7662	6.642145	6.581144	6.618514	6.768174	6.856777	6.860566	6.829	6.558123	6.575137	6.827273	6.979068	6.499681	6.790145	7.078364	6.971758	6.17362	6.357277	6.530064	6.539596	6.69055	7.004793	7.090047	7.050764	7.017765	6.717703	6.67994	6.871812	6.397373	6.576093	6.853694	7.178345	6.504698	6.816232	6.683709	6.431092	7.162121	6.44684	6.885547	6.973337	6.621518	6.974349	6.795007	7.031733	6.962642	7.094229	6.631832	6.872449	6.575849	6.685397	6.661981	6.407113	7.321315	7.487612	6.404725	6.697306	6.907116	6.566931	6.832424	6.926346	6.655714	7.069859	6.958566	7.700872	6.902914	6.864608	6.25942	7.011396	6.654336	6.468479	6.650681	6.7593	6.125636	6.257152	7.01733	6.466432	6.279776	6.816806	6.483649	6.599357	6.789515	6.625741	6.379004	6.948813	6.898292	7.205047	6.578299	6.96816	6.999406	6.494329	6.494693	6.557382	6.5959	5.988349	6.877223	7.079057	6.286734	6.428788	6.786654	6.46425	6.590495	6.516859	6.700485	6.828785	6.897719	6.559047	6.536657	6.554477	5.857435	6.940943	6.696944	6.51093	6.97649	6.884016	6.374635	6.154402	8.146225	7.00678	6.556293	6.727636	6.77716	6.674123	6.437721	6.496383	6.156357	6.838021
POP1	4.887808	6.528789	5.959487	4.67709	5.905767	4.74246	5.859147	4.473607	5.771614	6.071096	4.930955	5.748836	5.235546	4.700613	4.62435	4.872961	4.988739	7.132642	5.911318	4.656838	6.844289	4.764291	5.61447	5.938692	4.968553	5.341782	6.049843	5.066162	5.913747	6.410268	5.450946	5.159768	6.953622	4.403351	6.252306	4.715391	4.743319	4.750742	4.716974	6.180268	4.715443	4.959316	6.220829	5.081864	4.832844	5.887227	5.589029	6.133627	6.159351	5.750505	6.82515	4.986425	4.709214	6.701362	4.714453	6.064342	5.57904	6.483955	4.649876	4.503307	4.175005	5.304072	6.114087	4.770725	5.787115	4.731377	5.184035	4.595854	4.691853	6.338531	6.301568	6.195008	4.583217	6.32028	4.959107	4.84144	4.925785	4.865534	5.133389	5.169877	6.035506	6.24416	6.046791	5.769278	5.516649	4.719655	6.0705	4.819578	5.878001	6.447762	4.721032	4.581022	5.54357	5.001453	5.396005	5.373518	6.050299	5.396916	5.706848	5.39901	5.744177	6.480518	5.383141	4.818823	5.547522	5.592376	4.609351	5.198745	5.900601	5.184726	5.569018	6.31544	7.688182	4.780578	5.597449	6.257751	4.727532	5.460567	6.107128	6.035048	5.929012	5.71661	5.584104	4.636065	6.286292	6.64391	4.672134	6.813509	6.212024	5.775203	4.962369	4.910064	6.425519	4.784894	4.868794	5.45367	5.670265	5.529487	5.995771	5.38825	4.864962	4.627957	4.725527	5.949006	6.028465	5.886157	5.833086	4.744429	4.628188	5.452315	5.665743	6.113203	4.859784	6.086501	6.644699	6.456631	5.96095	6.381287	5.336927	5.410461	5.097176	4.666721	5.934948	4.882233	5.619119	4.644674	6.130169	6.021185	4.47449	4.742373	6.877162	5.918791	5.423837	6.330465	5.825839	6.151776	6.012089	6.198589	5.830333	5.620875	5.738036	6.267569	5.671114	5.726274	4.526501	5.067781	6.193875	6.008201	4.781625	4.89917	6.177579	5.457093	5.797755	4.904927	4.734539	6.485798	5.687563	6.158832	5.762647	4.988399	6.579496	5.449391	4.870183	5.814001	4.931918	4.858514	5.586187	4.589724	5.448547	5.161332	5.937642	7.285748	6.475726	5.881435	6.444923	5.539505	5.0032	6.287739	6.287088	4.99329	6.376795	4.867765	4.854541	7.046618	5.268521	6.240963	4.6254	4.439163	5.218333	6.482595	6.086608	6.164799	4.366616	4.741902	4.81886	6.627846	4.75053	4.678921	6.042747	6.841042	4.866844	4.908295	4.889138	6.036843	4.5777	4.864375	5.766661	4.966433	4.787694
RPA3	7.075871	7.536377	8.184005	6.879873	8.01687	7.675702	7.153109	8.577627	7.030928	8.56564	7.972356	7.257751	7.366778	7.278356	7.952409	7.958745	7.438834	7.263051	7.591067	7.631074	7.574126	7.19204	7.235028	7.465677	7.84331	7.488927	7.700654	7.623069	7.488514	6.888837	8.100971	7.330824	7.826125	8.368551	7.415642	8.027239	7.107584	7.641506	7.45054	7.729334	7.856523	7.210967	7.241507	7.251254	8.109098	7.546864	7.214237	7.342879	7.744067	7.417484	7.843791	7.880861	8.333722	7.838799	7.712165	7.556485	7.5764	8.548897	7.772181	7.614816	7.826284	7.788762	7.240332	7.480292	7.758801	7.650649	7.363366	7.266692	7.391819	7.423422	8.297964	7.032679	7.539323	8.064118	8.312416	7.299738	8.067445	7.619956	7.929205	7.377779	7.710692	8.133832	7.575756	6.940257	7.790201	7.668014	7.809255	6.821191	7.913861	7.773215	6.782162	7.140221	7.708126	8.087292	7.715571	7.689216	8.759367	7.504168	8.088115	8.102336	7.346929	7.004754	7.567521	7.30595	8.095885	7.363089	7.595877	7.343271	7.840119	7.837417	6.832631	8.021083	8.628164	7.108293	8.050153	7.567431	9.027699	7.425733	7.716349	6.685511	7.312047	7.50167	7.757705	7.202844	7.480073	7.12695	8.121313	8.402953	8.04986	7.563329	8.199692	7.697234	7.173762	8.587693	8.117467	8.100683	6.89317	7.521619	7.677917	7.386679	7.563614	7.781299	8.067431	8.326058	7.761304	6.874658	6.456257	7.71944	7.833999	7.524069	7.769155	8.108881	7.576931	8.435212	8.14856	7.767997	7.653608	7.529139	8.571027	7.415711	7.468562	7.486384	6.969504	5.578746	7.095099	7.992862	7.567258	7.160447	7.728972	7.838149	6.634215	7.21541	7.173468	7.680468	7.664285	7.159921	7.188518	7.370637	7.631348	7.507303	7.621186	7.282044	6.991167	7.299444	7.924178	6.897318	7.403321	7.645102	8.674704	7.452187	6.913839	6.866083	7.429948	8.107841	7.709231	6.868147	7.787831	7.607072	8.252771	7.271504	7.504036	7.738198	7.55799	7.162156	7.977584	7.147443	7.378327	7.735139	7.762598	7.636656	8.18726	8.57195	7.288166	7.217033	8.162633	7.806752	6.713771	7.671202	7.366828	7.030964	7.597379	7.110839	7.596443	7.815264	7.494182	7.650971	8.605067	7.724511	7.418101	7.724111	7.722325	7.640125	7.404228	7.975619	7.616307	7.749071	7.620235	8.131479	7.667828	7.404429	7.479538	8.235075	8.039515	6.561501	8.422468	7.611998	7.084245	7.395117	7.776813
SCG2	4.980424	5.358181	5.416852	5.443867	5.65806	5.516153	5.645916	4.776496	5.438015	5.319219	6.571188	5.490549	5.370978	5.332467	5.456767	5.378084	5.287161	5.48249	5.279294	5.159834	5.762893	5.643377	5.162046	5.746455	5.290653	4.669986	5.232264	6.089674	5.914895	4.891528	5.386568	5.062944	5.931335	4.347482	5.675363	5.46555	5.213858	5.127475	5.15244	5.561372	5.767496	6.200393	5.502096	5.845797	5.216994	5.671913	4.950231	4.957183	5.805637	4.897303	5.814055	5.90427	5.585282	6.183776	5.847245	5.49118	4.857898	5.170844	5.41149	5.562171	5.631274	5.859198	5.261437	6.128628	6.397746	5.717534	4.888675	4.595104	5.395799	5.096023	5.683638	5.498447	5.468356	5.599125	5.46778	5.162803	5.407828	5.493674	5.652013	5.57331	5.384887	5.315796	4.978925	5.810327	5.324644	5.315985	5.98564	5.320585	5.396583	4.959534	6.496469	5.118303	5.38389	5.431388	5.609114	4.894652	5.20265	5.320531	4.939819	5.327552	5.978234	5.645489	5.434791	5.215246	5.093827	5.863385	5.271598	5.322435	5.977852	5.421612	5.642801	5.49098	5.45725	5.504253	4.66216	3.79403	5.136075	5.335166	5.621947	5.585523	5.297837	5.012911	5.457039	5.489122	5.460527	6.532013	5.608921	5.138965	5.560631	5.347875	5.496292	5.495107	4.663834	5.669611	5.830893	5.8543	5.368563	5.676622	9.479328	5.859626	5.523578	5.481155	5.330655	5.440852	5.423101	5.684919	5.55108	6.309496	6.012208	5.586887	5.419182	5.493317	5.45716	5.50993	4.079604	5.429941	5.481285	5.745837	5.820958	5.497411	5.792077	9.051782	5.892925	2.267482	5.239011	5.383051	5.590883	5.366464	5.319374	5.464487	5.256377	5.075159	4.663743	5.343319	5.551034	4.963652	5.096584	5.049869	5.518723	5.465301	5.806659	5.982766	5.743908	5.544145	5.40948	5.056462	5.462314	5.284285	4.959035	5.439812	5.971494	4.161486	5.753007	5.820233	5.471143	5.266588	5.643335	5.575383	5.592418	5.713735	4.816239	5.47626	5.261546	4.734335	6.126559	6.087497	5.471072	5.622509	4.427993	6.008462	5.144433	4.973646	5.199655	5.448216	5.544056	5.263049	5.085867	5.585516	4.892392	5.792409	5.611144	5.426526	5.532639	5.217399	5.822492	4.973165	5.454326	4.976058	5.659474	5.52144	4.907779	5.287605	5.14632	5.369003	5.210925	5.444202	4.730549	5.502368	5.100281	4.42618	4.947977	5.852131	5.303491	4.722997	4.850967	3.85461	5.615165	5.277075	5.045209
SDC1	8.642177	8.444862	9.602883	9.293861	9.055228	9.204337	8.50751	8.246796	9.157837	9.059586	7.695745	8.341097	8.893039	8.292954	9.337886	7.711236	8.161663	8.67522	8.513298	8.103512	10.091058	7.207125	8.765513	9.516317	8.759153	8.250074	6.895032	8.068188	8.758689	8.806953	9.340675	9.769706	8.058034	9.482168	9.199147	8.795153	9.135175	8.420728	8.667709	8.2956	8.782776	8.595327	8.475835	8.792425	8.793487	8.02597	9.090882	7.917257	8.570653	7.947954	9.603799	8.315727	8.077311	8.660024	8.315155	8.086565	6.783948	8.913797	8.622948	8.995898	8.226018	9.559244	7.718803	8.301829	8.97815	9.531005	8.953133	7.652698	7.740306	8.039354	9.166783	9.179297	8.478206	8.19131	8.568409	8.100871	7.994818	8.303963	9.28791	8.203981	8.065839	9.851589	8.390168	8.467904	8.634331	8.945598	9.05345	8.319514	8.079457	8.383183	8.294089	8.079794	8.092553	8.934638	9.504395	8.936291	7.722605	8.360064	9.042513	8.933229	9.013022	8.16609	9.315924	8.418416	7.971357	8.292062	9.208132	8.796737	8.676225	8.282459	8.289534	8.189798	8.283544	7.20397	8.672527	8.116924	9.782896	8.913288	9.097014	8.034689	8.687722	8.806	7.374648	8.763488	9.404017	8.874542	8.8301	9.492727	7.930017	8.824524	8.391855	8.076579	7.926373	8.474917	8.70564	9.603512	8.801231	8.694771	8.078776	9.374467	8.109428	8.327116	9.168139	9.989228	9.22685	7.852434	7.132618	8.698218	8.584294	7.82118	7.313991	9.376607	8.901676	8.474311	6.903765	7.959144	8.424888	8.445975	9.058109	8.035973	7.537192	7.744272	7.020547	8.938897	8.18874	8.338706	8.434569	9.06226	8.711263	8.377702	8.408777	7.717032	8.429427	9.338731	7.990254	7.013805	8.928726	9.063223	8.526584	8.604563	8.808072	9.316843	7.407934	9.206349	7.968141	7.885432	9.537694	9.242077	7.51532	9.037933	8.314511	8.343499	8.788304	9.576813	9.216929	8.371685	9.433717	9.169324	9.323767	8.762055	9.083383	8.597145	7.750908	8.600033	9.236207	8.1518	7.355931	9.023917	8.189187	9.111698	8.4352	8.553294	9.623287	7.906817	9.262376	8.620775	8.156751	9.13222	8.350041	9.047438	8.953557	9.612859	8.873769	9.27656	9.419967	7.036009	9.371987	8.649276	9.219676	9.039222	8.804684	8.207166	7.884432	9.05976	9.659405	7.704827	9.006483	8.575949	9.437992	8.544467	8.236416	9.603595	8.702161	9.156753	9.061255	8.134106	8.635974	8.61564	7.917958
SERPINA1	6.40001	6.331428	6.566272	7.286787	6.391961	7.702707	6.219991	8.190217	6.038257	7.007597	8.216853	6.313894	6.458719	5.688463	6.44822	6.809836	5.714498	5.757328	6.369615	8.641053	6.572623	7.208375	7.115412	7.53319	6.739741	8.346549	4.921262	6.405611	7.765059	6.424276	6.669665	5.972132	6.466852	6.44524	5.769702	6.610226	6.10164	5.98008	8.278293	5.930527	7.461715	6.276927	6.701581	6.601186	7.972494	7.636835	6.204794	5.908527	6.708938	9.078487	6.254229	7.549071	6.992094	7.732492	7.314925	5.438225	6.058978	6.702274	5.965342	7.901763	6.547087	6.046331	5.766079	6.257495	6.119694	6.061458	7.293628	7.346893	5.987835	6.981625	5.97095	7.555356	6.904727	7.27951	6.132944	6.873518	6.2649	7.605111	5.99758	6.595763	7.007695	6.712692	6.224514	7.350113	5.695729	6.063889	6.413399	6.916455	8.818068	5.419105	5.933409	7.144201	6.358794	6.557217	6.174554	7.966208	6.667585	5.071221	5.835167	7.858783	6.297666	6.39371	6.5126	6.456178	7.971995	5.545889	6.785955	7.989004	5.915607	6.208535	6.085583	6.260695	6.78668	5.420448	7.067532	5.731121	5.770766	7.16126	7.116526	6.844349	6.628149	6.736385	5.739669	6.484288	6.787033	6.486741	6.541015	5.887765	8.279627	5.723564	8.272734	7.206041	6.077248	8.648457	7.553598	6.837105	6.858465	6.579141	8.297774	6.881735	6.181111	8.081915	6.139597	6.549775	6.061	6.808517	5.800565	6.110061	7.763204	5.500667	6.562187	6.340311	6.28397	7.128725	6.896276	5.30786	6.559381	6.49129	6.133932	7.159101	7.479447	8.128293	6.299735	6.487978	6.514158	6.456139	6.069373	6.162996	6.429115	7.320982	6.193589	5.830203	6.110612	6.876266	6.359917	6.277	6.506891	7.115445	6.493536	6.061052	5.961673	6.615407	6.21701	6.352909	5.314112	6.681393	6.165387	6.000655	6.688232	6.386724	6.309932	8.158244	6.581823	6.138926	6.503864	6.403193	5.987835	6.153549	6.004911	8.091982	7.744667	6.085537	8.309607	6.331975	6.812632	6.831609	6.698337	6.170611	6.365072	6.246102	5.547998	6.550058	6.2008	6.688134	5.917147	6.351519	7.153337	7.601332	5.797267	6.194428	6.459474	5.918697	6.786014	6.185577	6.034728	5.61057	6.525877	6.199982	6.087283	5.793376	6.014959	7.307786	6.377508	6.769589	7.534599	6.169629	6.98433	5.591828	7.375351	4.843732	6.353413	7.232259	7.097592	6.868765	6.763867	5.945218	6.981006	7.846815	6.514418
SFPQ	7.779761	8.108581	7.729675	7.688457	7.816147	8.077044	8.048849	7.952552	7.74502	8.160754	7.812247	8.299883	8.045724	8.012024	7.787004	7.910331	7.880845	7.846037	8.175232	7.92129	7.508582	7.823862	7.823064	7.773726	7.687095	7.945874	8.029501	7.991138	7.934741	8.177289	7.976235	7.939986	7.633419	7.910481	7.942465	7.74896	8.085995	8.06852	8.286341	8.233584	8.030747	8.044324	8.212406	7.881747	8.022068	7.71534	7.969488	8.084086	7.852747	7.619105	7.450326	7.544725	7.631307	7.856806	8.215275	8.252707	8.023489	7.66017	7.963145	7.895011	7.905257	7.873527	8.176909	7.931765	7.742025	7.733919	8.1784	7.937762	7.801827	8.170218	7.925897	7.538216	7.681431	8.232373	7.801758	7.758971	8.113511	8.042138	8.032223	7.049201	8.054342	7.51531	7.996475	7.950109	7.871095	7.759116	8.035675	7.853391	7.970069	7.87606	8.032864	7.904009	8.007191	7.881051	7.528139	8.182067	8.304217	8.208868	8.181955	8.020967	7.740621	7.813175	7.752955	8.131214	8.033846	7.973875	7.903499	7.511571	8.178897	7.951633	7.876934	8.136239	7.534206	8.081848	7.759702	8.192726	7.943208	7.894277	7.617899	8.131731	7.803889	7.917815	7.942183	7.70049	7.817447	7.700791	7.904175	7.598797	8.110246	8.397724	7.490868	7.93579	8.186596	8.009507	7.82545	7.706055	7.760937	7.584458	7.890679	7.782932	8.139253	7.739983	8.080419	7.66059	8.047216	8.086045	8.134863	7.903171	7.647665	8.139573	7.893212	8.012699	7.839338	7.807688	7.822207	7.494579	7.85215	7.71451	7.808646	7.991617	7.80184	8.187402	7.607437	7.965137	7.605356	7.682253	8.109398	7.468923	8.075093	7.925281	7.951532	7.9925	8.080099	7.730481	8.059411	8.2334	7.754848	8.137111	8.254923	7.356012	8.130597	7.963366	8.197568	7.91209	7.879289	7.877725	7.749197	7.741661	8.035564	7.867619	7.71036	7.882763	7.668727	7.938507	7.883443	7.882147	8.098217	8.081599	8.036767	7.861904	7.947734	7.873956	7.689769	7.847763	7.750907	7.808775	7.793489	7.787349	7.796264	7.944443	8.11642	8.091338	7.831956	7.820358	7.944001	7.828823	7.576176	8.063982	8.063062	7.512086	7.860108	7.749377	7.611032	7.872443	7.919472	8.059828	7.824825	8.009366	8.059023	8.348877	7.985038	7.986366	7.933374	7.639567	7.88049	8.153322	8.305702	7.835975	7.908469	7.940998	7.682645	7.581842	7.819697	8.09303	7.695116	7.971023	7.728198	8.032481	7.87124
SIAH2	4.611082	7.316195	4.869393	5.613107	7.782478	7.530532	6.238293	8.667551	7.026966	7.087699	7.897604	7.526695	8.004986	7.870482	6.604776	6.685344	7.850116	6.71815	8.069038	8.434301	8.621207	7.974428	7.616017	7.567608	6.641829	8.133347	9.183573	7.423448	7.797523	4.259537	4.873219	7.644502	7.472691	7.911787	5.148112	7.7364	6.50652	7.516998	7.038204	7.548923	5.675416	6.35729	6.697792	7.055558	8.443195	8.020401	7.843871	6.980099	8.029796	8.148542	7.264333	8.128488	9.048911	8.101397	8.285428	8.122816	7.642341	8.115243	7.611455	7.834456	7.967863	7.580223	7.70517	7.745517	7.246668	6.753345	6.744617	6.695667	6.923085	7.215182	7.04284	7.062603	8.120434	8.599391	6.942373	6.379733	6.295631	8.030515	8.300964	7.097394	6.86334	6.227338	7.258644	7.386635	8.645702	7.93932	7.402967	5.432084	9.139026	7.828811	7.798994	7.316089	7.281672	8.030877	8.831373	7.455187	8.393973	8.948124	10.086619	7.799323	7.542942	8.022999	7.578141	7.742718	8.518358	7.370781	7.751653	7.139851	8.304654	7.310595	4.746726	9.312542	7.54816	7.52882	8.187786	7.858372	6.874786	8.328512	7.100768	8.327755	7.02288	7.395933	6.838227	7.219606	6.061269	7.424312	7.722182	7.592369	8.004386	7.21845	9.319791	6.543436	7.111299	9.087235	8.524378	6.639039	7.648114	7.185779	7.496054	7.106449	7.801078	7.202136	7.541931	6.888423	8.029051	7.234956	6.813021	6.624397	7.094696	7.844825	8.397784	7.04181	7.106421	9.010857	7.220903	7.759918	6.763885	5.882327	7.190231	7.173442	7.531663	8.109492	6.432003	5.382388	6.003105	7.833472	8.141332	7.311403	8.617906	7.600469	6.893136	7.21676	7.536672	7.769827	7.376407	7.043479	9.234096	6.821861	8.134619	7.271403	7.465661	5.261388	6.032094	7.106282	8.671216	6.944562	7.203457	7.314415	7.335481	6.594778	7.597597	8.054868	8.142451	7.241939	7.899891	4.567001	6.885276	7.184098	7.270194	7.255142	7.805641	7.572026	8.981277	7.48457	6.55601	8.212039	8.090786	7.935682	7.845246	7.255807	7.964812	7.328962	6.583402	7.199671	6.53228	6.425372	4.723415	7.884464	6.8835	4.666841	7.106474	7.217423	7.039594	6.680355	6.305596	8.43838	7.27085	8.204626	6.464898	8.181879	8.218323	8.075888	7.862004	7.692808	5.617726	7.901211	8.157459	7.560446	6.365575	6.271545	7.733558	8.500782	7.582586	6.884249	7.9538	7.410369	7.711176	6.83135	6.726386
SIRT7	6.981847	7.351936	7.004274	7.258567	6.769177	6.988287	7.329982	7.252383	7.2086	7.46414	7.138361	7.344919	7.033457	7.366137	6.68325	7.316345	7.094319	7.357288	7.097755	7.327697	7.619912	7.313969	7.211687	7.362955	6.818609	7.412631	7.536665	6.777901	6.976787	7.504718	7.302976	7.429832	7.053994	7.199622	7.512977	6.919701	7.116882	7.100907	7.304001	7.112758	7.882122	6.949025	6.920193	7.051367	7.303826	6.917039	6.85042	7.123911	7.345362	7.374677	7.082787	7.065108	7.207212	7.080647	7.197997	7.036115	6.925023	7.79886	7.088146	6.988871	7.159995	6.57102	7.318951	6.930228	6.810001	6.951484	7.055749	6.830513	6.932307	7.307972	7.479548	6.889007	6.70283	7.253475	7.128126	7.248067	7.336841	7.048857	7.315696	7.135123	7.449145	7.461538	7.068729	7.570501	7.180607	6.760844	6.99816	7.468028	7.313003	8.114577	7.008966	7.143119	7.436938	6.990365	6.897228	7.47088	7.288162	7.03607	7.192572	7.079293	6.805659	7.165285	6.94945	7.327603	7.099912	7.150422	6.855341	6.728772	7.750404	6.704153	7.31282	7.288623	7.659389	7.343576	7.978853	7.424419	6.982078	7.110825	7.054564	7.306498	6.934675	7.258041	6.889609	7.22991	7.584741	7.810464	7.300049	6.768722	7.58541	7.267376	7.284395	7.363657	7.257811	7.26368	7.145984	7.261956	7.121451	7.125556	7.153051	7.432367	7.368492	7.268254	7.088094	7.147366	6.966767	7.162539	7.192387	7.281127	6.84748	7.112262	7.281186	7.101132	7.143788	7.238378	7.714445	7.893148	7.042764	7.131114	7.113243	7.10275	7.195889	7.10903	7.143856	7.275285	7.396419	7.116883	7.16068	6.984936	7.414518	7.076818	6.937639	7.369363	6.974479	6.947046	7.191345	7.826653	7.14605	7.302796	6.866602	7.384187	7.174815	7.037722	7.247503	6.92473	7.482912	7.156115	7.222082	6.610752	7.500236	7.180449	7.036648	7.048549	7.050227	6.975092	6.958107	6.924775	7.010882	7.366936	7.248588	7.102384	7.097422	7.054471	7.067602	7.562129	7.253622	7.100019	7.112446	7.160476	7.849591	7.034775	7.255371	7.954714	7.120464	6.834107	7.534849	7.082936	7.252171	7.33967	7.10124	7.075599	7.318028	6.817697	6.589684	7.853413	6.960253	7.488369	7.21078	7.127159	7.168081	7.575253	7.270015	7.701869	7.105148	6.951593	7.323087	7.302518	7.155917	7.334573	7.568862	7.303226	7.58428	6.845918	7.845851	7.129327	6.996899	7.1782	7.171388	7.328823	7.469065
